Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies

15768174,"Pięćdziesiąt twarzy Greya (Pięćdziesiąt odcieni, #1)",E.L. James,"James, E.L.",Monika Wiśniewska,"=""8375085561""","=""9788375085563""",0,3.66,Sonia Draga,Paperback,608,2012,2011,,2024/06/20,,,read,,,,1,0
